lemma_name,lexical_abbreviation,definition_text
"syajar khuldi",noun,"kehidupan yang kekal di firdaus (siapa yang makan buahnya konon akan hidup kekal)"
"syak wasangka",noun,"syak dan sangkaan"
"syekh jemaah",noun,"mualim (pemimpin) orang-orang yang naik haji"
"syubhat hati",noun,"keragu-raguan hati"
"taat sumpah",adjective,"menaati sumpah yang diucapkan"
"tabah hati",adjective,tabah
"taban merah",noun,"lihat -- putih"
"taban sutra",noun,"Palaquium oxleyanum"
"tabel alfabetis",noun,"tabel yang susunannya menurut abjad; indeks"
"tabel kode",noun,"tabel untuk membuat kode (sandi) atau mencari arti kode"
"tabel naskah",noun,"tabel yang biasanya berdasarkan rujukan"
"tabel periodik",noun,"susunan unsur kimia berdasarkan kenaikan nomor atomnya, unsur seperiode diletakkan dalam garis mendatar dan unsur-unsur segolongan diletakkan dalam kolom tegak"
"tabel referensi",noun,"tabel yang berfungsi sebagai sumber segala keterangan yang terperinci dan digunakan untuk penunjukan"
"tabib Cina",noun,sinse
"tabir asap",noun,"asap yang dikeluarkan untuk melindungi kapal perang, gerakan pasukan, dsb"
"tabir besi",noun,"dinding besi (batas pemisah yang seolah-olah ada untuk memisahkan negara yang sudah masuk blok Rusia dengan yang mengikuti blok Barat)"
"tabir surya",noun,"ramuan (cairan dsb) untuk menghalangi pengaruh cahaya matahari yang merusak kulit"
"tabir udara",noun,"metode untuk menahan meluasnya tumpahan minyak di lautan dengan cara menyalurkan udara melalui pipa sehingga air terdorong ke atas dan mencegah ikan memasuki perairan yang tercemar"
"tablet mandi",noun,"(ramuan dsb) berbentuk tablet yang mengandung zat pembentuk basa untuk dilarutkan dalam air mandi"
"tabrak lari",verb,"peristiwa tabrakan, yang menabrak pergi meninggalkan korbannya"
"tabu kayu",verb,"tanaman, terutama untuk pagar, Crescentia cujete"
"tabuh fitrah",noun,"tabuh yang dibunyikan sehari menjelang Lebaran untuk mengingatkan kewajiban orang Islam membayar fitrah"
"tabuh larangan",noun,"tabuh yang tidak dipakai sehari-hari (baru dipakai apabila ada peristiwa penting)"
"tabuhan rep-repan",noun,"permainan gamelan jenis klenengan tanpa bonang"
"tabung buritan",noun,"tabung yang dibuat dari besi tuang atau baja tuang yang menyelubungi poros baling-baling dan dipasang di antara sekat kedap air buritan dan tinggi baling-baling"
"tabung damak",noun,"tabung tempat menyimpan damak (peluru sumpit)"
"tabung elektron",noun,"komponen elektronik yang terdiri atas tabung hampa yang dilengkapi elektrode atau ion"
"tabung gas",noun,"tabung tempat menyimpan gas (untuk memasak atau mengelas)"
"tabung jangkar",noun,"tabung atau pipa yang terbuat dari baja atau besi, terletak pada haluan kapal, tempat lewat rantai jangkar yang diturunkan ke luar"
"tabung kimia",noun,"pembuluh kaca, untuk mengadakan percobaan, panjangnya beberapa sentimeter"
"tabung madat",noun,"pipa untuk mengisap madat (candu); pengudut"
"tabung pekak",noun,"celengan yang pada mulanya dibuat dari bambu"
"tabung pemancar",noun,"tabung radio yang khusus dirancang untuk memancarkan gelombang radio"
"tabung pemilihan",noun,"bumbung tempat memasukkan lidi yang dipakai sebagai ganti surat pemilihan"
"tabung pemilihan",noun,"kotak tempat memasukkan surat suara"
"tabung pengering",noun,"tabung kaca berbentuk U atau bentuk lain yang diisi penuh dengan zat pengering, untuk mengeringkan gas atau uap"
"tabung penguat",noun,"tabung radio untuk memperkuat tegangan lemah"
"tabung radio",noun,"tabung elektron vakum yang dilengkapi dengan sebuah atau beberapa elektroda"
"tabung rontgen",noun,"tabung elektron hampa udara sangat tinggi, digunakan untuk pembangkit sinar rontgen"
"tabung seruas",noun,"tidak dapat menyimpan rahasia"
"tabung surat",noun,"kotak surat"
"tabung tablet",noun,"tabung kecil dari kaca dsb tempat tablet"
"tabung takaran",noun,"tabung pengukur bahan yang tembus sinar, diberi guratan yang menunjukkan volume cairan yang diisikan ke dalamnya"
"tabungan asuransi berjangka",noun,"tabungan yang dikaitkan dengan asuransi jiwa untuk jangka waktu tertentu, penyetorannya dilakukan setiap bulan dalam jumlah yang sama"
"tabungan masjid",noun,"uang dana untuk keperluan masjid"
"tabungan pos",noun,"simpan-menyimpan uang yang diurus oleh pos"
"tabungan pradana",noun,"tabungan dalam jumlah tertentu yang disediakan pada awal kegiatan (pembelian dsb) yang memerlukan biaya besar; dana permulaan"
"tabut perjanjian",noun,"peti berisi dua keping batu yang bertatahkan Sepuluh Perintah Tuhan yang difirmankan kepada Nabi Musa a.s. di Gurun Sinai, bertutup emas dengan dua kerubim emas pada kedua ujungnya sebagai lambang janji Allah untuk menyertai Bani Israel selama mereka tidak melanggar firman"
"tadah cangkir",noun,"piring alas cangkir"
"tadah embun",noun,"sisir pisang yang tersusun di bagian paling atas"
"tadah gelas",noun,"piring atau alas gelas"
"tadah keringat",noun,"kain (cita) yang dirangkapkan pada punggung baju sebelah dalam"
"tadah mangkuk",noun,"piring atau alas mangkuk"
"tafsir harfiah",noun,"tafsir kata demi kata"
"tafsir mimpi",noun,"penggunaan ciri-ciri modern untuk menguraikan arti mimpi"
"tahan air",adjective,"tidak dapat rusak oleh air; tidak dapat kena (kemasukan) air; kedap air"
"tahan api",adjective,"tidak dapat terbakar"
"tahan banting",adjective,"tidak mudah menyerah dalam menghadapi tantangan perubahan"
"tahan besi",adjective,"tidak dapat terluka oleh senjata tajam; kebal"
"tahan cuaca",adjective,"tahan terhadap reaksi kimia dan proses fisika, seperti pengaruh udara, air, bakteri, cahaya, panas, dan perubahan suhu"
"tahan cuci",adjective,"tidak luntur (rusak dsb) apabila dicuci"
"tahan gelombang",adjective,"dapat berlayar dengan baik; tidak oleng (tentang perahu, kapal, dsb)"
"tahan harga",adjective,"mempertahankan harga diri (gengsi)"
"tahan harga",adjective,"tetap pada harga semula; tidak mau menurunkan harga"
"tahan hati",adjective,"tetap teguh hati"
"tahan hina",adjective,"tidak lekas marah oleh penghinaan"
"tahan karat",adjective,"tahan terhadap gangguan karat atau terhadap kerusakan akibat karat (tentang campuran logam)"
"tahan kias",adjective,"tidak lekas marah apabila disindir"
"tahan lama",adjective,"tidak lekas rusak; awet"
"tahan lapar",adjective,"kuat menanggung lapar"
"tahan lasak",adjective,"tidak mudah lusuh (tentang pakaian); awet"
"tahan ombak",adjective,"tidak mabuk karena gelombang (kecil)"
"tahan palu",adjective,"tidak berasa sakit oleh pukulan; tidak rusak karena pukulan"
"tahan peluru",adjective,"tidak dapat ditembus peluru"
"tahan pukul",adjective,"tahan palu"
"tahan sabar",adjective,"tidak pemarah"
"tahan sesah",adjective,"tahan (tidak luntur) apabila dicuci"
"tahan tangan",adjective,"tidak berasa sakit kena pukulan; kebal"
"tahan tapa",adjective,"tahan pukul; kebal"
"tahan turut",adjective,"tali dari puncak tiang ke bibir perahu (kapal)"
"tahan uji",adjective,"sudah terbukti kebaikannya (mutunya, kekuatannya)"
"tahan uji",adjective,"berani diuji; sanggup diuji"
"tahanan alur",noun,"volume air yang dapat disimpan sementara dalam alur sewaktu banjir"
"tahanan kota",noun,"penahanan di dalam kota (yang ditahan tidak diizinkan meninggalkan kota)"
"tahanan listrik",noun,resistans
"tahanan muka",noun,"penahanan terhadap seseorang sebelum perkaranya diputuskan oleh hakim"
"tahanan pemberat",noun,"hambatan menstabilkan arus dalam rangkaian listrik; hambatan pemberat"
"tahanan politik",noun,"orang yang ditahan karena alasan politik"
"tahanan rumah",noun,"penahanan di dalam rumah sendiri (yang ditahan tidak boleh meninggalkan rumah)"
"tahap banjir daratan",noun,"tahap permulaan pembentukan banjir waktu air sedang mengalir di permukaan tanah, lalu berkumpul di dalam alur-alur kecil untuk mengalir ke dalam selokan"
"tahap coba-coba",noun,"tahap perkembangan anak (remaja) pada waktu ia mencoba kemampuan hidupnya yang lebih luas"
"tahap oral",noun,"masa waktu anak kecil (sampai berumur enam bulan) ingin memasukkan sesuatu yang dapat dipegang ke dalam mulutnya"
"tahi angin",noun,"awan tipis yang dibawa angin"
"tahi angin",noun,"gerimis kecil"
"tahi angin",noun,"omong kosong"
"tahi angin",noun,"benalu berbentuk sulur dan berwarna kuning"
"tahi ayam",noun,"kotoran ayam"
"tahi ayam",noun,"tumbuhan yang ditanam untuk pagar, berguna sebagai tanaman yang memperbaiki struktur tanah dan menghasilkan kayu bakar, bunganya berwarna merah dan kuning semarak; Lantana camara"
"tahi babi",noun,"kotoran babi"
"tahi babi",noun,"tumbuhan, Andenostemma viscosum"
"tahi besi",noun,"karat pada besi (berwarna kuning)"
"tahi bintang",noun,"benda langit yang tampak berkilauan seperti bintang dan melayang di angkasa untuk beberapa saat; bintang beralih"
"tahi bintang",noun,"kaki seribu, sebesar lidi, panjangnya sekitar 20 mm, berwarna hitam, kakinya cokelat, aktif malam hari mencari makan, bersembunyi di bawah tanah sedalam 3&#151;4 cm atau pada tempat lembap; Orthomorpha gracilis"
"tahi candu",noun,"sisa atau bekas bakaran madat pada pipa pengisap"
"tahi gagak",noun,mekonium
"tahi gergaji",noun,"serbuk gergaji"
"tahi gigi",noun,"kotoran yang melekat di sela gigi"
"tahi hidung",noun,"ingus kering di dalam hidung"
"tahi kerbau",noun,"kotoran kerbau"
"tahi kerbau",noun,"rumput, Fimbristylis miliacea"
"tahi kerbau",noun,"ular, Coluber radiatus"
"tahi ketam",noun,"serutan; tatal"
"tahi kikir",noun,"serbuk dari besi dsb yang dikikir"
"tahi kuku",noun,"kotoran pada kuku"
"tahi kuping",noun,"tahi telinga"
"tahi lalat",noun,"bintil hitam pada kulit; noda hitam pada kulit"
"tahi mata",noun,"kotoran pada mata"
"tahi minyak",noun,"endapan pada minyak"
"tahi minyak",noun,"ampas dalam pembuatan minyak"
"tahi palat",noun,"najis yang melekat pada kemaluan"
"tahi tangki",noun,"kotoran yang mengendap pada dasar tangki penyimpanan minyak bumi (residu dsb)"
"tahi telinga",noun,"kotoran dalam telinga"
"tahi tembaga",noun,"karat tembaga (berwarna biru kehijauan); terusi"
"tahu -- nya",noun,"mengetahui atau mengerti cara penerapannya dengan sebaik-baiknya"
"tahun ajaran",noun,"tingkatan masa siswa belajar; masa belajar dalam tahun tertentu"
"tahun akademi",noun,"waktu untuk belajar atau kuliah untuk seluruh tingkat di perguruan tinggi"
"tahun anggaran",noun,"waktu selama dua belas bulan yang dijadikan perhitungan anggaran"
"tahun baru",noun,"hari permulaan tahun"
"tahun basah",noun,"tahun dengan curah hujan atau aliran sungai yang jauh melampaui batas normal"
"tahun berjalan",noun,"waktu menurut perhitungan tahun yang sedang berlangsung; tahun yang belum habis hari bulannya"
"tahun cahaya",noun,"satuan ukuran dalam astronomi, di antaranya 1 detik cahaya atau 300.000 km"
"tahun dasar",noun,"tahun tertentu, misal 1990, yang ditetapkan sebagai wakil angka 100%, apabila tahun 1991 terjadi 10% lebih besar daripada tahun 1990, hasilnya menjadi 110%"
"tahun fiskal",noun,"jangka waktu selama dua belas bulan yang digunakan oleh dunia usaha atau pemerintah untuk pembukuan dan masa dsb tidak perlu sama dengan tahun takwim"
"tahun Geofisika Internasional",noun,"periode (1 Juli 1957&#151;31 Desember 1958) yang ditetapkan oleh Himpunan Geodesi dan Geofisika Internasional sebagai periode dilakukannya program pengamatan geofisika secara luas oleh seluruh stasiun geofisika di dunia"
"tahun Hijriah",noun,"tahun (kalender) yang perhitungannya dimulai sejak Nabi Muhammad saw. hijrah dari kota Mekah ke kota Medinah"
"tahun jagung",noun,"masa usia jagung, yaitu masa selama 3&#151;4 bulan"
"tahun kabisat",noun,"tahun yang lamanya 366 hari (karena bulan Februari 29 hari), terjadi empat tahun sekali"
"tahun kamariah",noun,"tahun Islam yang berdasarkan perjalanan bulan mengelilingi bumi, lamanya 354 atau 355 hari"
"tahun kering",noun,"tahun kemarau yang curah hujan atau aliran sungainya kurang dari keadaan normal"
"tahun kutub internasional",noun,"periode tahun 1882&#151;1883 dan tahun 1932&#151;1933 yang ditetapkan berdasarkan persetujuan internasional sebagai periode dilakukannya pengamatan geofisika secara luas di stasiun geofisika, terutama di daerah kutub"
"tahun Masehi",noun,"tahun (kalender) yang perhitungannya dimulai sejak lahirnya Isa Almasih"
"tahun matahari",noun,"tahun syamsiah"
"tahun panjang",noun,"tahun kabisat"
"tahun Saka",noun,"tahun (kalender) menurut perhitungan tahun Jawa yang kalau dipindahkan ke tahun Masehi ditambah 78 tahun"
"tahun Syamsiah",noun,"tahun Masehi yang berdasarkan perjalanan bumi mengelilingi matahari, lamanya 365 hari"
"tahun takwim",noun,"tahun berdasarkan kalender (berawal dari 1 Januari dan berakhir pada 31 Desember)"
"tajak kebat",noun,"cagaran; jaminan"
"tajam mata",adjective,awas
"tajam mulut",adjective,"kata-katanya menyakiti hati"
"tajam otak",adjective,"cerdas; pandai; mudah mengerti"
"tajam pikiran",adjective,cerdas
"tajam selera",adjective,"suka akan segala makanan"
"tajam siasat",adjective,"sangat teliti (dalam melihat, mendengar)"
"tajam tilik",adjective,"sangat teliti"
"taji tiruan",noun,"pisau atau benda tajam lain yang dipasang pada taji ayam pada waktu ayam disabung"
"taju paruh gagak",noun,"taju berbentuk seperti paruh gagak"
"tajuk berita",noun,"kalimat pendek atau frasa yang ditempatkan secara mencolok pada sebuah berita dengan menggunakan huruf yang menonjol; berita pokok; berita utama"
"tajuk mahkota",noun,"hiasan bunga pada mahkota"
"tajuk mahkota",noun,"yang terpuja-puja; yang tercinta; kekasih"
"tajuk rawal",noun,"kain rentang"
"tajuk rencana",noun,"karangan pokok dalam surat kabar, majalah, dsb"
"tajuk surat",noun,"kepala surat"
"tak -",adverb,"tidak mudah; tidak lekas"
"tak -",adverb,"tidak putus-putus; senantiasa"
"tak acuh",adverb,"tidak peduli; tidak mau tahu; masa bodoh; tidak menaruh perhatian"
"tak canda",noun,"tidak peduli; tidak ambil pusing"
"tak segan",adverb,"sudi; mau; suka"
"tak segan",adverb,"tidak malu"
"tak segan",adverb,"berani juga"
"tak segan-segan",adverb,"tidak malu-malu; tidak dengan perasaan ini itu; tidak pandang-memandang"
"takaran ambang",noun,"takaran minimum yang menimbulkan gangguan; dosis ambang"
"takaran kehidupan",noun,"jumlah uang yang digunakan untuk membelanjai hidup seseorang dengan cukup"
"takarir gambar",noun,"keterangan yang biasanya terdiri atas satu atau beberapa kalimat yang menjelaskan isi dan maksud gambar"
"takdir Ilahi",noun,"takdir Allah"
"takhta kerajaan",noun,"kursi kerajaan (tempat duduk raja); singgasana"
"takhta kerajaan",noun,"kekuasaan raja"
"takik telinga",noun,"sobekan buatan pada daun telinga hewan, biasanya sebagai penanda nomor hewan"
"taklik talak",noun,"pernyataan jatuhnya talak atau cerai, sesuai dengan janji yang telah diucapkan (karena melanggar janji pernikahan)"
"takmurni kimia",noun,"bahan kimia asing yang terdapat dalam bahan semipenghantar, baik yang dimasukkan dengan sengaja maupun tidak"
"takmurni magnetik",noun,"atom-atom takmurnian yang mempunyai momen magnetik"
"takmurni pewarna",noun,"atom-atom yang didadahkan ke dalam bahan induk agar dapat memberikan cahaya dengan warna yang diinginkan"
"taksasi pajak",noun,"proses atau penetapan jumlah pajak yang harus dibayar oleh wajib pajak"
"taksi gelap",noun,"taksi yang beroperasi tanpa izin resmi (secara gelap)"
"taksi liar",noun,"taksi gelap"
"taksi resmi",noun,"taksi yang beroperasi dengan izin resmi"
"taksis negatif",noun,"menjauhi sumber rangsangan"
"taksis positif",noun,"mengarah atau bergerak ke sumber rangsangan"
"takuh takah",NULL,NULL
"takut bayang-bayang",adjective,"perasaan takut tanpa alasan"
"takut suntuk malam",adjective,"takut akan sampai pada batas malam; takut kemalaman"
"takut-takut berani",adverb,"agak takut; bimbang; ragu-ragu"
"takut-takut segan",adverb,"berasa agak takut dan agak segan; segan-segan; malu-malu"
"talabiah bilhaj",noun,"pernyataan niat hendak naik haji"
"talak bain",noun,"talak tiga"
"talak dua",noun,"pernyataan talak yang dijatuhkan sebanyak dua kali dan memungkinkan atas suami rujuk kepada istri sebelum selesai idah"
"talak satu",noun,"pernyataan talak yang dijatuhkan sebanyak satu kali dan memungkinkan suami rujuk kepada istri sebelum selesai idah"
"talak tiga",noun,"perceraian yang tidak boleh rujuk lagi kecuali jika bekas istri pernah nikah dengan orang lain dan kemudian diceraikan (tidak dapat dijatuhkan tiga kali berturut-turut atau dijatuhkan sekaligus)"
"talam kuning",noun,"konsentrat kuning yang merupakan hasil proses konsentrasi bijih uranium"
"talam tampung",noun,"daerah penampungan air hujan yang jatuh di daerah itu, kecuali sebagian air yang hilang karena penguapan, yang membentuk sungai yang mengalirkan air itu ke danau atau laut"
"talang kuda",noun,"orang yang menjadi perantara dalam menjual kuda"
"talang pati",noun,"pembela yang sanggup mengorbankan jiwa raganya"
"talang perindu",noun,"buluh perindu"
"talang uang",noun,"pelepas uang"
"talas bentul",noun,"talas berbatang hijau yang mirip dengan talas mentega"
